book_name,author,rating_catalog,number_of_reviews_catalog,price_catalog,description,listening_time,genre,year_catalog,rating_advanced,number_of_reviews_advanced,price_advanced,year_advanced,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,tfidf_75,tfidf_76,tfidf_77,tfidf_78,tfidf_79,tfidf_80,tfidf_81,tfidf_82,tfidf_83,tfidf_84,tfidf_85,tfidf_86,tfidf_87,tfidf_88,tfidf_89,tfidf_90,tfidf_91,tfidf_92,tfidf_93,tfidf_94,tfidf_95,tfidf_96,tfidf_97,tfidf_98,tfidf_99,author_encoded,genre_encoded,number_of_reviews_catalog_scaled,number_of_reviews_advanced_scaled,cluster_kmeans,cluster_dbscan,rating,price,number of reviews,year,number_of_reviews
Book 109: The Adventure,J.K. Rowling,3.0,356.0,16.15,A wonderful tale about love,20 hours 48 minutes,Business,2020.0,3.0,356.0,16.15,2020.0,0.2126321286814158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3923304376524053,0.3923304376524053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.283138207826056,0.5362156809585105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095471886970738,0.0,0.0,0.3923304376524053,0.0,0.0,0.0,0.0,0.0,0.0,0.1331831974262109,0.0,0.0,0.2523405859598491,9,2,-0.9984514433252124,-0.961533482388944,0,-1,3.0,21.84,130,2021,130
Book 10: The Journey,Ernest Hemingway,4.2,1186.0,29.37,A wonderful story about love,9 hours 28 minutes,Biography,2006.0,4.2,1186.0,29.37,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741012464723178,0.4741012464723178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3136451418072724,0.0,0.3194072835345504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.241392796445541,0.0,0.0,0.4425866798431576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1502435281658833,0.0,0.2708046515967623,0.0,5,1,-0.4980403177358161,-0.4526134151387107,0,-1,4.9,34.05,4417,2022,4417
Book 110: The Mystery,Charles Dickens,4.6,2898.0,27.48,A wonderful saga about adventure,8 hours 43 minutes,Horror,2015.0,4.6,2898.0,27.48,2015.0,0.2047265506102973,0.0,0.0,0.0,0.0,0.0,0.0,0.5486398710162407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4109943099879705,0.4109943099879705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2005094511798122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244858111285125,0.3777437478432454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1282314990561512,0.244858111285125,0.0,0.0,3,7,0.5341329919136374,0.5971108681533366,0,-1,4.7,17.62,3793,2008,3793
Book 111: The Adventure,Michelle Obama,3.5,3573.0,12.72,A wonderful story about courage,13 hours 41 minutes,Science,2014.0,3.5,3573.0,12.72,2014.0,0.2224521532664534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2882927695987739,0.0,0.0,0.0,0.0,0.0,0.0,0.5129138490596468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403002919580644,0.403002919580644,0.0,0.0,0.0,0.0,0.2238647406922082,0.0,0.383272532695275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393340189466918,0.0,0.2511409370976398,0.0,17,12,0.9410938470616405,1.0109916457363577,3,-1,3.4,11.7,589,2023,589
Book 112: The Journey,Agatha Christie,3.3,2259.0,25.3,A wonderful story about love,5 hours 14 minutes,Adventure,2000.0,3.3,2259.0,25.3,2000.0,0.2644004518022569,0.0,0.0,0.5111672361858707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457208200131292,0.0,0.3520722410857071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2660794139884865,0.0,0.0,0.4878488759640557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656085455680107,0.0,0.2984991435669406,0.0,0,0,0.1488767157068612,0.2053037320414101,0,-1,3.4,35.99,2285,2014,2285
Book 113: The Tale,Bill Bryson,4.1,479.0,34.25,A wonderful saga about mystery,14 hours 14 minutes,Fiction,2006.0,4.1,479.0,34.25,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4183667640150272,0.4183667640150272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1990958486799164,0.0,0.0,0.0,0.0,0.0,0.5447719301852841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2431318483274651,0.0,0.0,0.0,0.3727609661825408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2003339145646827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1273274600367206,0.2431318483274651,0.0,0.0,2,5,-0.9242941319426874,-0.8861152073627044,0,-1,3.4,16.62,3056,2008,3056
Book 114: The Mystery,Ernest Hemingway,3.1,624.0,23.59,A wonderful saga about mystery,12 hours 26 minutes,Adventure,2021.0,3.1,624.0,23.59,2021.0,0.2565762845377741,0.0,0.0,0.4960407190835748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5025822966787858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3068716990795344,0.0,0.0,0.0,0.4704846026132201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1607078392639196,0.3068716990795344,0.0,0.0,5,0,-0.8368729112071905,-0.7972074847707963,0,-1,3.6,22.14,2670,2021,2670
Book 115: The Journey,Mark Twain,4.5,3337.0,25.39,A wonderful story about mystery,13 hours 23 minutes,Horror,2016.0,4.5,3337.0,25.39,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4098272517779981,0.4098272517779981,0.2669331645314099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1999400851436174,0.0,0.0,0.0,0.0,0.0,0.0,0.547081954884004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2054415467078683,0.0,0.0,0.0,0.3766711078298128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127867373276028,0.0,0.2304730186605862,0.0,16,7,0.7988082740024868,0.8662866627591829,2,-1,4.0,19.47,4607,2012,4607
Book 116: The Tale,Leo Tolstoy,3.4,2986.0,23.69,A wonderful saga about love,11 hours 37 minutes,Comedy,2009.0,3.4,2986.0,23.69,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.400596602886117,0.400596602886117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2719250019733809,0.0,0.5246405764348576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2442417340121189,0.0,0.0,0.3920257212252548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2012484296537406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1279087040248292,0.2442417340121189,0.0,0.0,13,3,0.5871886293255252,0.6510686584160119,2,-1,3.9,12.29,2115,2002,2115
Book 117: The Mystery,Bill Bryson,3.4,4213.0,11.72,A wonderful story about courage,12 hours 29 minutes,History,2006.0,3.4,4213.0,11.72,2006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.278838617016763,0.0,0.0,0.5332909162581774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4074166719689597,0.4074166719689597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2107251941801922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2165234139597272,0.0,0.3707036534631047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1347647573699269,0.0,0.2429051261814842,0.0,2,6,1.326953028239006,1.4034119385558144,0,-1,3.6,35.29,1048,2024,1048
Book 118: The Mystery,Mark Twain,4.7,1320.0,23.86,A wonderful tale about mystery,6 hours 30 minutes,Self-Help,2001.0,4.7,1320.0,23.86,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3922681762327306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5144873837745669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3988700846075981,0.3988700846075981,0.0,0.0,0.0,0.0,0.0,0.1973537364663769,0.0,0.0,0.0,0.3899626276614483,0.0,0.0,0.0,0.0,0.0,0.1254333298863719,0.0,0.0,0.2376570060946212,16,13,-0.4172510516768052,-0.3704504163296369,3,-1,4.2,35.46,942,2012,942
